,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1236,160,0,36.0,2628,0,0,0,0,0,0,9,0,0,4,0,7,5,2003,2003,0,0,0,2,2,106.0,0,0,0,0,0,0,2,0,0,0,764,764,0,0,0,0,764,862,0,1626,0,0,2,1,2,1,0,6,0,0,0,2,2003.0,0,2,474,0,0,0,0,27,0,0,0,0,0,0,0,0,6,2010,0,0,175500
1237,60,0,41.0,12393,0,0,2,0,1,0,0,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,847,847,0,0,0,0,847,1101,0,1948,0,0,2,1,4,1,0,8,0,1,2,2,2004.0,2,2,434,0,0,0,100,48,0,0,0,0,0,0,0,0,9,2006,0,0,195000
1238,20,0,63.0,13072,0,0,0,0,0,0,10,3,0,0,1,6,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1141,1141,0,0,0,0,1141,0,0,1141,0,0,1,1,3,1,1,6,0,0,0,1,2005.0,1,2,484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006,0,1,142500
1239,20,0,64.0,9037,0,0,1,3,0,0,14,0,0,0,1,8,5,2006,2006,1,0,0,0,0,32.0,0,0,0,0,0,3,0,428,0,0,1048,1476,0,0,0,0,1484,0,0,1484,0,0,2,0,2,1,2,6,0,1,2,0,2006.0,0,2,472,0,0,0,120,33,0,0,0,0,0,0,0,0,12,2007,0,0,265900
1240,60,0,65.0,8158,0,0,0,0,0,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,0,252.0,0,0,0,0,0,0,0,550,0,0,334,884,0,0,0,0,884,884,0,1768,1,0,2,1,3,1,0,8,0,0,0,0,2003.0,0,2,543,0,0,0,0,63,0,0,0,0,0,0,0,0,7,2008,0,0,224900
1241,20,0,83.0,9849,0,0,0,0,0,0,5,0,0,0,1,7,6,2007,2007,1,0,0,0,2,0.0,0,0,0,0,0,3,2,0,0,0,1689,1689,0,0,0,0,1689,0,0,1689,0,0,2,0,3,1,0,7,0,0,0,0,2007.0,0,3,954,0,0,0,0,56,0,0,0,0,0,0,0,0,6,2007,1,2,248328
1242,85,0,85.0,10625,0,0,0,0,0,0,19,0,0,0,7,7,6,1974,1974,0,0,8,5,0,81.0,1,0,1,0,0,1,0,885,5,168,0,1053,0,2,0,0,1173,0,0,1173,1,0,2,0,3,1,0,6,0,2,1,0,1974.0,0,2,528,0,0,0,0,120,0,0,0,0,0,1,0,0,1,2010,0,4,170000
1245,80,0,78.0,12090,0,0,0,0,0,0,19,0,0,0,4,6,7,1984,2003,1,0,0,0,0,74.0,1,0,1,0,0,0,2,0,0,0,585,585,0,0,0,0,1140,728,0,1868,0,0,3,1,3,1,1,7,0,1,1,2,1984.0,2,2,477,0,0,0,268,112,0,0,147,0,0,0,0,0,1,2007,0,1,178000
1246,60,3,65.0,8125,0,0,0,0,0,0,5,0,0,0,0,7,5,2005,2006,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,756,756,0,0,0,0,756,797,0,1553,0,0,2,1,3,1,0,6,0,0,0,0,2005.0,0,2,615,0,0,0,0,45,0,0,0,0,0,0,0,0,3,2006,1,2,186500
1248,75,1,60.0,9600,0,1,0,0,0,0,6,0,0,0,5,6,5,1917,1950,0,0,9,9,1,0.0,1,0,2,0,0,0,3,319,0,0,416,735,4,3,1,0,1134,924,0,2058,0,0,1,1,3,1,1,8,0,1,2,1,1950.0,1,2,396,1,1,2,0,0,259,0,0,0,0,0,0,0,4,2008,0,0,129500
1249,20,0,60.0,7200,0,0,0,0,0,0,11,0,0,0,1,5,7,1950,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,6,534,2,96,246,876,0,2,0,0,988,0,0,988,0,0,1,0,3,1,1,6,0,0,0,0,1950.0,1,1,276,0,0,0,0,80,0,0,0,0,0,0,0,0,5,2007,0,0,119000
1250,20,0,93.0,11160,0,0,0,0,2,0,11,0,0,0,1,7,5,1968,1968,1,0,3,7,1,0.0,0,0,1,1,0,0,1,1065,0,0,1045,2110,0,0,0,0,2110,0,0,2110,1,0,2,1,3,1,2,8,0,2,1,0,1968.0,2,2,522,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,244000
1252,20,0,62.0,9858,0,0,0,0,0,0,4,0,0,0,1,5,6,1968,1968,0,0,4,3,1,0.0,1,0,1,1,0,0,6,510,0,0,354,864,0,2,0,0,874,0,0,874,1,0,1,0,3,1,1,5,0,0,0,0,1968.0,0,1,288,0,0,0,33,0,0,0,0,0,0,3,1,600,11,2009,0,0,130000
1254,60,0,60.0,6931,0,0,0,0,0,0,18,0,0,0,0,7,5,2003,2004,0,0,0,0,2,92.0,0,0,0,0,0,0,2,0,0,0,746,746,0,0,0,0,760,896,0,1656,0,0,2,1,3,1,0,7,0,1,2,2,2003.0,2,2,397,0,0,0,178,128,0,0,0,0,0,0,0,0,7,2008,0,0,165400
1255,50,1,52.0,6240,0,0,0,0,0,0,7,0,0,0,2,6,6,1931,1950,0,0,2,4,1,0.0,1,0,2,1,3,0,5,425,0,0,459,884,0,2,0,2,959,408,0,1367,0,0,1,0,3,1,1,6,0,1,2,1,1978.0,1,1,560,0,0,0,0,0,0,0,120,0,0,0,0,0,11,2007,0,0,127500
1256,20,0,91.0,14303,0,0,1,0,2,0,3,0,0,0,1,8,5,1994,1994,1,0,4,3,0,554.0,0,0,0,0,0,1,0,1314,0,0,672,1986,0,0,0,0,1987,0,0,1987,1,0,2,0,2,1,0,7,0,1,1,0,1994.0,2,2,691,0,0,0,262,36,0,0,0,0,0,0,0,0,8,2008,0,0,301500
1258,80,0,59.0,9587,0,0,1,0,0,0,17,0,0,0,4,7,5,2005,2005,0,0,0,0,2,182.0,0,0,0,0,0,1,0,655,0,0,201,856,0,0,0,0,1166,0,0,1166,1,0,2,0,2,1,0,5,0,0,0,0,2005.0,2,2,400,0,0,0,212,0,0,0,0,0,0,0,0,0,7,2008,0,0,190000
1259,20,0,65.0,9750,0,0,0,0,1,0,11,0,0,0,1,6,8,1969,1969,0,0,4,3,1,0.0,1,0,1,0,0,0,1,602,5,438,14,1054,0,1,0,0,1054,0,0,1054,1,0,1,1,3,1,1,6,0,0,0,0,1969.0,1,2,460,0,0,0,180,0,0,0,80,0,0,0,0,0,7,2008,0,0,151000
1261,20,0,80.0,9600,0,0,0,0,0,0,11,0,0,0,1,5,6,1956,1956,1,0,1,1,1,0.0,1,0,1,1,0,0,3,504,0,0,546,1050,0,1,0,0,1050,0,0,1050,0,0,1,0,2,1,1,5,0,0,0,0,1956.0,1,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,128900
1263,70,0,60.0,13515,0,2,0,0,0,0,7,0,0,0,0,6,6,1919,1950,2,0,2,4,1,0.0,1,0,0,1,0,0,2,0,0,0,764,764,0,0,0,2,1060,764,0,1824,0,0,1,0,3,1,1,8,0,1,2,1,1940.0,1,2,520,0,0,1,0,0,126,0,0,0,0,2,0,0,7,2007,0,0,180500
1264,120,4,34.0,4060,0,0,0,0,0,0,11,0,0,3,1,6,5,1998,1999,0,0,1,1,1,0.0,0,0,0,0,0,0,0,266,0,0,1139,1405,0,0,0,0,1337,0,0,1337,1,0,2,0,2,1,0,5,0,0,0,0,1998.0,2,2,511,0,0,0,144,68,0,0,0,0,0,0,0,0,8,2008,2,1,181000
1265,160,3,35.0,3735,0,0,0,0,4,0,5,0,0,3,0,7,5,1999,1999,1,0,1,1,0,218.0,0,0,0,0,0,0,0,450,0,0,241,691,0,0,0,0,713,739,0,1452,1,0,2,1,3,1,0,6,0,0,0,1,1999.0,1,2,506,0,0,0,0,34,0,0,0,0,0,0,0,0,3,2006,0,0,183900
1266,190,1,60.0,10120,0,0,1,1,0,0,6,1,0,1,5,7,4,1910,1950,1,0,2,4,1,0.0,3,0,1,1,0,0,2,0,0,0,925,925,0,2,1,1,964,925,0,1889,0,0,1,1,4,2,1,9,0,1,2,1,1960.0,1,1,308,0,0,1,0,0,264,0,0,0,0,1,0,0,1,2007,0,0,122000
1267,20,0,89.0,13214,0,0,1,3,0,0,14,0,0,0,1,9,5,2008,2009,1,0,7,6,1,0.0,2,0,0,2,0,1,2,0,0,0,2002,2002,0,0,0,0,2018,0,0,2018,0,0,2,0,3,1,2,10,0,1,2,0,2009.0,2,3,746,0,0,0,144,76,0,0,0,0,0,0,0,0,5,2010,0,0,378500
1269,50,0,78.0,11344,0,0,0,0,0,0,11,1,0,0,2,5,5,1958,1958,0,0,1,1,0,180.0,1,0,1,1,0,0,6,460,0,0,414,874,1,2,0,2,874,650,0,1524,0,0,1,1,3,1,1,7,0,0,0,0,1958.0,1,1,315,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2007,0,0,144000
1273,80,0,124.0,11512,0,0,1,0,2,0,18,0,0,0,4,6,7,1959,2006,0,0,8,5,0,84.0,1,0,1,1,0,3,1,719,0,0,300,1019,0,1,0,0,1357,0,0,1357,1,0,1,0,2,1,2,5,0,1,2,4,1959.0,0,1,312,0,0,0,0,0,0,0,163,0,0,2,0,0,5,2008,0,0,177000
1274,50,0,53.0,5362,0,0,0,0,2,0,2,0,0,0,2,5,6,1910,2003,0,0,2,2,1,0.0,1,0,0,1,0,0,2,0,0,0,661,661,0,0,0,0,661,589,0,1250,0,0,2,0,3,1,1,8,0,1,2,1,1985.0,1,2,552,0,0,0,242,0,81,0,0,0,0,0,0,0,11,2007,0,0,139000
1275,90,0,95.0,11345,0,0,0,0,2,0,11,1,0,2,0,5,5,1948,1950,0,5,9,9,2,567.0,1,0,1,1,0,0,3,220,0,0,708,928,0,1,0,2,928,992,0,1920,0,0,2,0,4,2,1,10,0,0,0,1,1948.0,1,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,137000
1279,50,2,60.0,7500,0,0,0,0,0,0,12,0,0,0,2,4,4,1920,1950,0,0,1,1,1,0.0,1,2,1,1,0,0,2,0,0,0,698,698,0,2,0,2,698,430,0,1128,0,0,1,0,2,1,1,6,0,0,0,1,1980.0,0,2,528,0,0,0,30,0,164,0,0,0,0,0,0,0,4,2010,2,1,68400
1280,20,0,67.0,9808,0,0,1,0,0,0,0,0,0,0,1,7,5,2002,2002,0,0,0,0,0,110.0,0,0,0,0,0,0,0,788,0,0,785,1573,0,0,0,0,1573,0,0,1573,1,0,2,0,3,1,0,6,0,0,0,0,2002.0,0,2,544,0,0,0,0,72,0,0,0,0,0,0,0,0,3,2009,0,0,227000
1281,20,0,50.0,8049,0,0,1,0,3,0,14,0,0,0,1,7,5,1990,1990,1,0,4,3,0,54.0,1,0,1,0,0,0,1,1053,0,0,256,1309,0,2,0,0,1339,0,0,1339,1,0,2,0,2,1,1,6,0,1,1,0,1990.0,2,2,484,2,2,0,0,58,0,0,90,0,0,0,0,0,7,2006,0,0,180000
1282,20,0,61.0,8800,0,0,1,0,0,0,0,0,0,0,1,5,7,1977,2008,0,0,4,3,1,0.0,1,0,1,0,0,2,5,532,2,144,364,1040,0,2,0,0,1040,0,0,1040,0,0,2,0,3,1,0,5,0,0,0,1,1977.0,1,2,484,0,0,0,0,0,0,0,288,0,0,0,0,0,9,2009,0,0,150500
1284,50,0,50.0,9638,0,0,0,0,0,0,23,1,0,0,2,6,7,1919,1990,0,0,2,2,1,0.0,1,0,0,1,0,0,2,0,0,0,804,804,0,0,0,0,1699,748,0,2447,0,0,2,0,4,1,0,10,3,1,2,1,1969.0,1,1,336,0,0,0,272,0,42,0,116,0,0,0,0,0,3,2010,0,0,169000
1285,50,1,50.0,6000,0,0,0,0,0,0,7,0,0,0,2,6,6,1939,1950,0,0,1,1,1,0.0,1,1,1,1,0,0,2,0,0,0,780,780,0,0,0,1,825,587,0,1412,0,0,1,0,4,1,1,6,0,1,2,1,1939.0,1,1,280,0,0,0,45,0,0,0,0,0,0,0,0,0,5,2009,0,0,132500
1288,120,0,40.0,5664,0,0,1,0,0,0,15,0,0,3,1,8,5,2000,2000,0,0,6,6,1,0.0,0,0,0,0,0,0,0,1158,0,0,343,1501,0,0,0,0,1659,0,0,1659,1,0,2,0,2,1,2,5,0,1,3,0,2000.0,2,2,499,0,0,0,212,59,0,0,0,0,0,0,0,0,10,2009,0,0,278000
1289,60,0,86.0,11065,0,0,1,0,0,0,9,0,0,0,0,8,5,2006,2006,0,0,0,0,2,788.0,0,0,0,0,0,2,2,0,0,0,1085,1085,0,0,0,0,1120,850,0,1970,0,0,2,1,3,1,2,8,0,1,2,2,2006.0,2,3,753,0,0,0,177,74,0,0,0,0,0,0,0,0,10,2006,1,2,281000
1291,160,1,21.0,1680,0,0,0,0,0,0,22,0,0,4,0,5,7,1972,1972,0,0,6,6,0,268.0,1,0,1,1,0,0,1,231,0,0,399,630,0,2,0,0,630,672,0,1302,0,0,2,1,3,1,1,6,0,0,0,1,1972.0,1,1,264,0,0,0,185,0,0,0,0,0,0,0,0,0,2,2009,0,0,119500
1292,70,1,60.0,6600,0,0,0,0,2,0,6,0,0,0,0,5,4,1892,1965,0,0,2,4,1,0.0,1,0,5,1,0,0,2,0,0,0,994,994,0,2,1,0,1378,994,0,2372,0,0,2,0,4,2,1,11,3,0,0,0,1985.0,0,1,432,0,0,0,0,287,0,0,0,0,0,0,0,0,12,2009,0,0,107500
1293,60,0,78.0,10140,0,0,0,0,0,0,19,0,0,0,0,7,5,1976,1976,0,0,4,3,1,0.0,1,0,0,0,0,0,0,194,0,0,638,832,0,2,0,0,832,832,0,1664,0,0,2,1,4,1,1,8,0,1,1,0,1976.0,0,2,528,0,0,0,0,28,0,0,259,0,0,3,0,0,3,2006,0,0,162900
1294,20,0,60.0,8172,0,0,0,0,0,0,18,0,0,0,1,5,7,1955,1990,1,0,5,5,1,0.0,1,0,1,1,0,0,3,167,0,0,697,864,0,2,0,0,864,0,0,864,1,0,1,0,2,1,1,5,0,0,0,1,1957.0,1,2,572,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2006,0,0,115000
1295,20,0,70.0,8400,0,0,0,0,0,0,11,1,0,0,1,5,5,1968,1968,1,0,4,3,0,168.0,1,0,1,1,0,3,6,1016,0,0,36,1052,0,1,0,0,1052,0,0,1052,1,0,1,1,3,1,1,5,0,0,0,0,1968.0,0,1,288,0,0,0,356,0,0,0,0,0,0,3,0,0,11,2006,0,0,138500
1296,20,0,80.0,8700,0,0,0,0,0,0,11,0,0,0,1,5,6,1963,1963,1,0,1,1,0,148.0,1,2,1,1,0,2,1,776,0,0,344,1120,0,1,0,0,1128,0,0,1128,1,0,2,0,3,1,1,6,0,0,0,0,1963.0,0,2,525,0,0,0,192,20,123,0,0,0,0,1,0,0,12,2008,0,0,155000
1297,180,1,35.0,3675,0,0,0,0,0,0,18,0,0,3,7,6,5,2005,2006,0,0,0,0,0,82.0,1,0,0,0,0,1,0,547,0,0,0,547,0,1,0,0,1072,0,0,1072,1,0,2,0,2,1,1,5,0,0,0,4,2005.0,2,2,525,0,0,0,0,44,0,0,0,0,0,0,0,0,6,2006,1,2,140000
1298,60,0,313.0,63887,0,0,3,1,2,0,18,1,0,0,0,10,5,2008,2008,1,6,7,8,2,796.0,2,0,0,2,0,1,0,5644,0,0,466,6110,0,0,0,0,4692,950,0,5642,2,0,2,1,3,1,2,12,0,3,2,0,2008.0,2,2,1418,0,0,0,214,292,0,0,0,480,3,0,0,0,1,2008,1,2,160000
1299,20,0,75.0,7500,0,0,0,0,0,0,11,0,0,0,1,5,7,1959,1994,1,0,3,7,1,0.0,1,0,1,1,0,0,5,340,2,906,0,1246,0,0,0,0,1246,0,0,1246,1,0,1,1,3,1,0,6,0,0,0,0,1959.0,0,1,305,0,0,0,218,0,0,0,0,0,0,2,0,0,5,2010,0,0,154000
1302,60,0,92.0,10120,0,0,0,0,0,0,3,0,0,0,0,8,5,1994,1994,1,0,0,0,0,391.0,0,0,0,0,0,0,0,740,0,0,425,1165,0,0,0,0,1203,1323,0,2526,1,0,2,1,4,1,0,8,0,1,1,0,1994.0,0,3,844,0,0,0,309,78,0,0,0,0,0,0,0,0,12,2006,0,0,290000
1303,20,0,73.0,8688,0,0,0,0,0,0,5,0,0,0,1,7,5,2005,2005,0,0,0,0,0,228.0,0,0,0,0,0,3,2,0,0,0,1616,1616,0,0,0,0,1616,0,0,1616,0,0,2,0,3,1,0,7,0,0,0,0,2005.0,0,3,834,0,0,0,208,59,0,0,0,0,0,0,0,0,4,2006,0,0,232000
1304,160,1,32.0,3363,0,0,0,0,0,0,18,0,0,3,0,7,5,2004,2004,0,0,0,0,2,117.0,0,0,0,0,0,0,2,0,0,0,976,976,0,0,0,0,976,732,0,1708,0,0,2,0,3,1,0,7,2,0,0,1,2004.0,1,2,380,0,0,0,0,40,0,0,0,0,0,0,0,0,4,2006,0,0,130000
1305,20,0,108.0,13173,0,0,1,0,2,0,9,0,0,0,1,9,5,2006,2007,1,0,0,0,2,300.0,0,0,0,2,0,0,0,1572,0,0,80,1652,0,0,0,0,1652,0,0,1652,1,0,2,0,2,1,2,6,0,2,3,0,2006.0,2,2,840,0,0,0,404,102,0,0,0,0,0,0,0,0,11,2009,0,0,325000
1306,120,0,48.0,6955,0,0,1,0,0,0,9,0,0,3,1,7,5,2005,2006,0,0,0,0,2,94.0,0,0,0,0,0,0,2,0,0,0,1368,1368,0,0,0,0,1368,0,0,1368,0,0,2,0,2,1,0,6,0,1,2,0,2005.0,0,2,474,0,0,0,132,35,0,0,0,0,0,0,0,0,9,2006,1,2,202500
1307,20,0,60.0,8072,0,0,0,0,0,0,0,0,0,0,1,5,5,1994,1995,0,0,0,0,1,0.0,1,2,0,0,1,0,1,746,0,0,244,990,0,0,0,0,990,0,0,990,1,0,1,0,3,1,1,5,0,0,0,1,2000.0,1,2,480,0,0,0,0,64,0,0,0,0,0,0,0,0,5,2009,0,0,138000
1308,20,1,100.0,12000,0,0,0,0,0,0,6,0,0,0,1,5,7,1948,2005,0,0,1,1,1,0.0,1,0,1,1,0,0,0,144,6,608,172,924,0,0,0,0,1122,0,0,1122,1,0,1,0,2,1,0,6,0,0,0,0,1948.0,1,2,528,0,0,0,0,36,0,0,0,0,0,3,0,0,5,2008,0,0,147000
1310,20,0,100.0,17500,0,0,0,0,0,0,2,7,0,0,1,7,8,1959,2002,0,0,3,3,1,0.0,0,2,0,0,0,3,0,1406,0,0,496,1902,0,2,0,0,1902,0,0,1902,1,0,2,0,3,1,2,7,0,2,1,0,1959.0,2,2,567,0,0,0,0,207,162,0,0,0,0,0,0,0,5,2010,0,0,335000
1311,20,0,68.0,8814,0,0,0,0,0,0,0,0,0,0,1,7,5,2005,2007,0,0,0,0,0,80.0,0,0,0,0,0,0,0,925,0,0,349,1274,0,0,0,0,1274,0,0,1274,1,0,2,0,3,1,0,6,0,0,0,0,2005.0,0,2,508,0,0,0,264,98,0,0,0,0,0,0,0,0,1,2007,1,2,203000
1313,60,0,108.0,14774,0,0,1,0,2,0,3,0,0,0,0,9,5,1999,1999,0,0,0,0,0,165.0,0,0,0,0,0,0,2,0,0,0,1393,1393,0,0,0,0,1422,1177,0,2599,0,0,2,1,4,1,0,10,0,1,1,2,1999.0,2,3,779,0,0,0,668,30,0,0,0,0,0,0,0,0,5,2010,0,0,333168
1314,20,0,60.0,8190,0,0,0,0,0,0,18,0,0,0,1,4,6,1954,1954,1,0,2,4,1,0.0,1,0,1,1,0,0,3,732,0,0,216,948,0,0,0,0,948,0,0,948,1,0,1,0,3,1,1,5,0,1,1,1,1956.0,1,1,280,0,0,0,0,36,0,0,0,0,0,0,0,0,10,2007,0,0,119000
1315,60,0,85.0,11075,0,0,0,0,0,0,11,0,0,0,0,6,5,1969,1969,0,0,4,3,1,0.0,1,0,1,4,0,2,1,500,5,276,176,952,0,2,0,0,1092,1020,0,2112,0,0,2,1,4,1,1,9,0,2,2,0,1969.0,1,2,576,0,0,0,280,0,0,0,0,0,0,0,0,0,6,2008,0,0,206900
1316,20,0,61.0,10226,0,0,1,0,0,0,0,0,0,0,1,8,5,2008,2008,0,0,0,0,2,270.0,0,0,0,2,0,1,2,0,0,0,1622,1622,0,0,0,0,1630,0,0,1630,1,0,2,0,3,1,2,8,0,1,2,0,2008.0,0,3,860,0,0,0,172,42,0,0,0,0,0,0,0,0,1,2009,0,0,295493
1317,120,3,47.0,4230,0,2,0,0,2,0,5,0,0,3,1,7,5,2006,2007,0,0,0,0,1,0.0,0,0,0,2,1,0,2,0,0,0,1352,1352,0,0,0,0,1352,0,0,1352,0,0,2,0,2,1,0,5,0,1,2,0,2006.0,0,2,466,0,0,0,0,241,0,0,0,0,0,0,0,0,4,2007,1,2,208900
1319,20,0,75.0,10215,0,0,0,1,0,0,18,0,0,0,1,4,5,1954,1954,1,0,2,4,0,132.0,1,0,0,1,0,0,1,492,0,0,372,864,0,0,0,0,948,0,0,948,0,0,1,0,3,1,1,5,0,0,0,0,1954.0,1,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2007,0,0,111000
1320,20,0,70.0,8400,0,0,0,0,0,0,11,0,0,0,1,6,3,1957,1957,1,0,3,7,1,0.0,1,0,1,1,0,0,1,189,2,661,628,1478,0,1,0,0,1478,0,0,1478,1,0,1,1,3,1,1,6,0,2,2,0,1957.0,0,2,442,0,0,0,114,0,0,0,216,0,0,0,0,0,6,2009,0,0,156500
1322,60,0,107.0,10186,0,0,1,0,0,0,3,0,0,0,0,7,5,1992,1992,0,0,4,3,1,0.0,0,0,0,0,0,0,0,674,0,0,76,750,0,0,0,0,1061,862,0,1923,1,0,2,1,3,1,0,8,0,1,1,0,1992.0,0,2,564,0,0,0,240,39,0,0,0,0,0,0,0,0,6,2010,0,0,190000
1324,20,0,75.0,9986,0,0,0,0,0,0,5,0,0,0,1,8,5,2006,2007,0,0,0,0,0,428.0,0,0,0,2,0,3,2,0,0,0,1795,1795,0,0,0,0,1795,0,0,1795,0,0,2,0,2,1,0,7,0,1,2,0,2007.0,0,3,895,0,0,0,0,49,0,0,0,0,0,0,0,0,2,2007,1,2,147000
1327,20,0,60.0,6600,0,0,0,0,0,0,4,0,0,0,1,5,9,1982,2008,0,0,0,0,1,0.0,0,2,1,1,0,0,1,641,0,0,175,816,0,0,0,0,816,0,0,816,0,1,1,0,3,1,0,5,0,1,3,0,1982.0,1,1,264,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2008,0,0,130500
1328,50,1,60.0,10440,0,1,0,0,2,0,6,0,0,0,2,6,7,1920,1950,0,0,3,4,1,0.0,0,2,2,0,0,0,5,493,0,0,1017,1510,1,0,0,0,1584,1208,0,2792,0,0,2,0,5,1,1,8,4,2,1,1,1920.0,1,2,520,1,0,0,0,547,0,0,480,0,0,1,1,1150,6,2008,0,0,256000
1329,60,0,63.0,9084,0,0,1,0,0,0,17,0,0,0,0,7,5,1998,1998,1,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,935,935,0,1,0,0,955,677,0,1632,0,0,2,1,3,1,1,8,0,1,1,0,1998.0,2,2,462,0,0,0,0,28,0,0,0,0,0,0,0,0,6,2006,0,0,176500
1330,20,0,85.0,10000,0,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,1,0,0,0,2,410.0,0,0,0,0,1,3,2,0,0,0,1588,1588,0,0,0,0,1588,0,0,1588,0,0,2,0,3,1,0,7,0,1,2,0,2006.0,0,3,825,0,0,0,144,45,0,0,0,0,0,0,0,0,12,2007,0,0,227000
1331,80,0,55.0,10780,0,0,1,0,0,0,0,0,0,0,4,5,5,1976,1976,0,0,1,1,1,0.0,1,0,1,1,0,3,1,483,0,0,428,911,0,1,0,0,954,0,0,954,0,0,1,0,3,1,1,6,0,0,0,1,1976.0,1,2,576,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,132500
1332,20,0,67.0,8877,0,0,0,0,0,1,18,0,0,0,1,4,6,1938,1958,0,0,1,1,1,0.0,1,0,1,1,0,2,1,690,0,0,126,816,0,0,0,0,816,0,0,816,1,0,1,0,2,1,1,3,0,1,2,1,1958.0,1,1,288,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,100000
1333,50,1,60.0,7200,0,0,0,0,2,0,12,0,0,0,2,5,6,1938,1995,0,0,2,4,1,0.0,1,0,1,1,0,0,2,0,0,0,803,803,0,0,0,0,803,557,0,1360,0,0,1,1,2,1,0,6,0,0,0,1,1951.0,1,1,297,0,0,0,0,65,190,0,0,0,0,1,0,0,7,2006,0,0,125500
1334,160,1,24.0,2368,0,0,0,0,0,0,22,0,0,3,0,5,6,1970,1970,0,0,4,3,1,312.0,1,0,1,1,0,0,5,765,0,0,0,765,0,2,0,0,765,600,0,1365,0,0,1,1,3,1,1,7,1,0,0,0,1970.0,1,2,440,0,0,0,0,36,0,0,0,0,0,0,0,0,5,2009,0,0,125000
1335,20,0,80.0,9650,0,0,0,0,0,0,19,0,0,0,1,6,5,1977,1977,0,0,8,5,0,360.0,1,0,1,0,0,0,1,686,0,0,664,1350,0,2,0,0,1334,0,0,1334,0,1,2,0,2,1,1,6,0,1,1,0,1977.0,0,2,630,0,0,0,0,16,0,0,0,0,0,0,0,0,4,2009,0,0,167900
1336,90,0,87.0,9246,0,0,1,0,0,0,19,1,0,2,1,5,5,1973,1973,0,0,8,5,0,564.0,1,0,1,1,0,0,2,0,0,0,1656,1656,0,2,0,0,1656,0,0,1656,0,0,2,0,4,2,1,8,0,0,0,1,1973.0,1,2,506,0,0,0,0,211,0,0,0,0,0,0,0,0,11,2008,0,0,135000
1338,60,0,95.0,13450,0,0,1,0,2,0,0,0,0,0,0,7,5,2002,2002,0,0,0,0,1,0.0,0,0,0,0,0,0,0,700,0,0,216,916,0,0,0,0,920,941,0,1861,1,0,2,1,3,1,0,8,0,0,0,2,2002.0,0,2,492,0,0,0,146,91,0,0,0,0,0,0,0,0,6,2006,0,0,200000
1339,20,0,120.0,9560,0,0,1,0,2,0,0,0,0,0,1,5,7,1972,1972,1,0,1,1,1,0.0,1,2,1,1,0,2,3,360,0,0,504,864,0,0,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,0,0,1972.0,0,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,128500
1340,20,0,70.0,8294,0,0,0,0,0,0,11,0,0,0,1,4,5,1971,1971,0,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,858,858,0,2,0,0,872,0,0,872,0,0,1,0,3,1,1,5,0,0,0,1,1974.0,1,4,480,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2007,0,0,123000
